yyyy mm dd doy hh mm ss     H [nT]     D [nT]     Z [nT]     Proton [nT]
2023 07 10 191 21 56 50   29216.53    1742.90   39958.41   50591.43
2023 07 10 191 21 56 55   29216.54    1742.93   39958.45   50591.41
2023 07 10 191 21 57 00   29216.54    1742.95   39958.46   50591.37
2023 07 10 191 21 57 05   29216.53    1742.97   39958.45   50591.36
2023 07 10 191 21 57 10   29216.52    1742.98   39958.44   50591.42
2023 07 10 191 21 57 15   29216.49    1743.00   39958.47   50591.41
2023 07 10 191 21 57 20   29216.49    1743.02   39958.48   50591.36
2023 07 10 191 21 57 25   29216.50    1743.08   39958.45   50591.44
2023 07 10 191 21 57 30   29216.49    1743.11   39958.43   50591.38
2023 07 10 191 21 57 35   29216.48    1743.16   39958.42   50591.41
2023 07 10 191 21 57 40   29216.48    1743.20   39958.43   50591.37
2023 07 10 191 21 57 45   29216.47    1743.26   39958.41   50591.31
2023 07 10 191 21 57 50   29216.48    1743.30   39958.37   50591.30
2023 07 10 191 21 57 55   29216.47    1743.34   39958.32   50591.28
2023 07 10 191 21 58 00   29216.47    1743.36   39958.32   50591.24
2023 07 10 191 21 58 05   29216.46    1743.39   39958.29   50591.22
2023 07 10 191 21 58 10   29216.45    1743.41   39958.32   50591.27
2023 07 10 191 21 58 15   29216.45    1743.45   39958.34   50591.30
2023 07 10 191 21 58 20   29216.43    1743.45   39958.34   50591.22
2023 07 10 191 21 58 25   29216.44    1743.46   39958.33   50591.30
2023 07 10 191 21 58 30   29216.43    1743.47   39958.35   50591.31
2023 07 10 191 21 58 35   29216.44    1743.50   39958.33   50591.28
2023 07 10 191 21 58 40   29216.45    1743.54   39958.32   50591.33
2023 07 10 191 21 58 45   29216.46    1743.57   39958.31   50591.24
2023 07 10 191 21 58 50   29216.46    1743.58   39958.30   50591.31
2023 07 10 191 21 58 55   29216.43    1743.58   39958.32   50591.27
2023 07 10 191 21 59 00   29216.43    1743.59   39958.33   50591.23
2023 07 10 191 21 59 05   29216.44    1743.61   39958.32   50591.29
2023 07 10 191 21 59 10   29216.43    1743.63   39958.32   50591.31
2023 07 10 191 21 59 15   29216.44    1743.64   39958.32   50591.22
2023 07 10 191 21 59 20   29216.42    1743.66   39958.32   50591.28
2023 07 10 191 21 59 25   29216.40    1743.68   39958.32   50591.27
2023 07 10 191 21 59 30   29216.42    1743.70   39958.30   50591.26
2023 07 10 191 21 59 35   29216.41    1743.71   39958.29   50591.28
2023 07 10 191 21 59 40   29216.40    1743.71   39958.33   50591.27
2023 07 10 191 21 59 45   29216.39    1743.76   39958.34   50591.21
2023 07 10 191 21 59 50   29216.41    1743.80   39958.29   50591.26
2023 07 10 191 21 59 55   29216.39    1743.82   39958.31   50591.23
2023 07 10 191 22 00 00   29216.37    1743.82   39958.34   50591.16
2023 07 10 191 22 00 05   29216.38    1743.84   39958.35   50591.18
2023 07 10 191 22 00 10   29216.36    1743.85   39958.33   50591.23
2023 07 10 191 22 00 15   29216.32    1743.84   39958.38   50591.25
2023 07 10 191 22 00 20   29216.32    1743.87   39958.34   50591.17
2023 07 10 191 22 00 25   29216.34    1743.89   39958.32   50591.23
2023 07 10 191 22 00 30   29216.31    1743.91   39958.31   50591.13
2023 07 10 191 22 00 35   29216.30    1743.92   39958.29   50591.18
2023 07 10 191 22 00 40   29216.29    1743.93   39958.29   50591.18
2023 07 10 191 22 00 45   29216.28    1743.92   39958.30   50591.10
2023 07 10 191 22 00 50   29216.27    1743.93   39958.36   50591.20
2023 07 10 191 22 00 55   29216.28    1743.95   39958.37   50591.23
2023 07 10 191 22 01 00   29216.28    1743.98   39958.36   50591.14
2023 07 10 191 22 01 05   29216.29    1744.01   39958.34   50591.15
2023 07 10 191 22 01 10   29216.30    1744.04   39958.34   50591.18
2023 07 10 191 22 01 15   29216.29    1744.08   39958.30   50591.17
2023 07 10 191 22 01 20   29216.31    1744.13   39958.24   50591.05
2023 07 10 191 22 01 25   29216.27    1744.15   39958.26   50591.12
2023 07 10 191 22 01 30   29216.24    1744.14   39958.29   50591.06
2023 07 10 191 22 01 35   29216.21    1744.16   39958.30   50591.14
2023 07 10 191 22 01 40   29216.20    1744.17   39958.32   50591.15
2023 07 10 191 22 01 45   29216.21    1744.19   39958.34   50591.09
2023 07 10 191 22 01 50   29216.20    1744.20   39958.34   50591.16
2023 07 10 191 22 01 55   29216.22    1744.22   39958.32   50591.15
2023 07 10 191 22 02 00   29216.22    1744.23   39958.29   50591.09
2023 07 10 191 22 02 05   29216.25    1744.24   39958.29   50591.14
2023 07 10 191 22 02 10   29216.23    1744.25   39958.30   50591.13
2023 07 10 191 22 02 15   29216.24    1744.24   39958.29   50591.15
2023 07 10 191 22 02 20   29216.24    1744.24   39958.31   50591.08
2023 07 10 191 22 02 25   29216.22    1744.24   39958.32   50591.17
2023 07 10 191 22 02 30   29216.23    1744.25   39958.28   50591.14
2023 07 10 191 22 02 35   29216.22    1744.24   39958.32   50591.09
2023 07 10 191 22 02 40   29216.23    1744.26   39958.34   50591.19
2023 07 10 191 22 02 45   29216.24    1744.26   39958.32   50591.09
2023 07 10 191 22 02 50   29216.22    1744.27   39958.32   50591.19
2023 07 10 191 22 02 55   29216.21    1744.27   39958.35   50591.19
2023 07 10 191 22 03 00   29216.22    1744.28   39958.36   50591.13
2023 07 10 191 22 03 05   29216.24    1744.30   39958.36   50591.20
2023 07 10 191 22 03 10   29216.25    1744.32   39958.34   50591.22
2023 07 10 191 22 03 15   29216.26    1744.30   39958.36   50591.13
2023 07 10 191 22 03 20   29216.25    1744.31   39958.36   50591.20
2023 07 10 191 22 03 25   29216.23    1744.33   39958.37   50591.21
2023 07 10 191 22 03 30   29216.21    1744.33   39958.38   50591.14
2023 07 10 191 22 03 35   29216.19    1744.34   39958.44   50591.23
2023 07 10 191 22 03 40   29216.19    1744.35   39958.43   50591.23
2023 07 10 191 22 03 45   29216.13    1744.31   39958.51   50591.20
2023 07 10 191 22 03 50   29216.14    1744.33   39958.52   50591.30
2023 07 10 191 22 03 55   29216.20    1744.37   39958.46   50591.25
2023 07 10 191 22 04 00   29216.18    1744.37   39958.42   50591.16
2023 07 10 191 22 04 05   29216.17    1744.38   39958.39   50591.16
2023 07 10 191 22 04 10   29216.18    1744.40   39958.39   50591.20
2023 07 10 191 22 04 15   29216.21    1744.40   39958.36   50591.21
2023 07 10 191 22 04 20   29216.20    1744.41   39958.37   50591.15
2023 07 10 191 22 04 25   29216.19    1744.42   39958.37   50591.17
2023 07 10 191 22 04 30   29216.20    1744.43   39958.39   50591.14
2023 07 10 191 22 04 35   29216.18    1744.44   39958.39   50591.21
2023 07 10 191 22 04 40   29216.18    1744.46   39958.39   50591.20
2023 07 10 191 22 04 45   29216.18    1744.49   39958.40   50591.13
2023 07 10 191 22 04 50   29216.14    1744.52   39958.40   50591.20
2023 07 10 191 22 04 55   29216.16    1744.55   39958.38   50591.19
2023 07 10 191 22 05 00   29216.16    1744.59   39958.38   50591.10
2023 07 10 191 22 05 05   29216.14    1744.63   39958.37   50591.11
2023 07 10 191 22 05 10   29216.12    1744.65   39958.36   50591.14
2023 07 10 191 22 05 15   29216.12    1744.67   39958.39   50591.12
2023 07 10 191 22 05 20   29216.11    1744.70   39958.39   50591.08
2023 07 10 191 22 05 25   29216.09    1744.72   39958.38   50591.16
2023 07 10 191 22 05 30   29216.08    1744.74   39958.34   50591.03
2023 07 10 191 22 05 35   29216.06    1744.76   39958.36   50591.10
2023 07 10 191 22 05 40   29216.04    1744.78   39958.36   50591.08
2023 07 10 191 22 05 45   29216.03    1744.78   39958.37   50591.01
2023 07 10 191 22 05 50   29216.04    1744.81   39958.32   50591.08
2023 07 10 191 22 05 55   29216.01    1744.81   39958.32   50592.97
2023 07 10 191 22 06 00   29216.00    1744.81   39958.32   50590.98
2023 07 10 191 22 06 05   29216.04    1744.84   39958.25   50590.98
2023 07 10 191 22 06 10   29216.02    1744.84   39958.25   50591.01
2023 07 10 191 22 06 15   29216.01    1744.83   39958.27   50590.95
2023 07 10 191 22 06 20   29216.01    1744.82   39958.29   50591.04
2023 07 10 191 22 06 25   29216.03    1744.83   39958.30   50591.05
2023 07 10 191 22 06 30   29216.05    1744.84   39958.28   50590.97
2023 07 10 191 22 06 35   29216.02    1744.83   39958.34   50591.08
2023 07 10 191 22 06 40   29216.03    1744.84   39958.38   50591.09
2023 07 10 191 22 06 45   29216.01    1744.83   39958.39   50591.03
2023 07 10 191 22 06 50   29216.00    1744.83   39958.38   50591.08
2023 07 10 191 22 06 55   29215.99    1744.82   39958.38   50591.05
2023 07 10 191 22 07 00   29216.01    1744.83   39958.37   50591.11
2023 07 10 191 22 07 05   29216.00    1744.84   39958.36   50591.10
2023 07 10 191 22 07 10   29215.96    1744.82   39958.40   50591.10
2023 07 10 191 22 07 15   29216.01    1744.84   39958.38   50591.00
2023 07 10 191 22 07 20   29216.01    1744.84   39958.36   50591.08
2023 07 10 191 22 07 25   29215.99    1744.85   39958.39   50591.12
2023 07 10 191 22 07 30   29215.97    1744.86   39958.40   50591.01
2023 07 10 191 22 07 35   29215.99    1744.88   39958.38   50591.10
2023 07 10 191 22 07 40   29215.99    1744.86   39958.39   50591.11
2023 07 10 191 22 07 45   29215.97    1744.85   39958.39   50591.03
2023 07 10 191 22 07 50   29215.96    1744.84   39958.44   50591.12
2023 07 10 191 22 07 55   29215.96    1744.83   39958.46   50591.14
2023 07 10 191 22 08 00   29216.00    1744.85   39958.45   50591.08
2023 07 10 191 22 08 05   29216.00    1744.87   39958.39   50591.05
2023 07 10 191 22 08 10   29216.01    1744.87   39958.41   50591.09
2023 07 10 191 22 08 15   29216.01    1744.87   39958.36   50591.10
2023 07 10 191 22 08 20   29215.99    1744.84   39958.39   50591.12
2023 07 10 191 22 08 25   29216.01    1744.84   39958.38   50591.11
2023 07 10 191 22 08 30   29215.98    1744.80   39958.45   50591.18
2023 07 10 191 22 08 35   29216.02    1744.79   39958.46   50591.15
2023 07 10 191 22 08 40   29215.99    1744.78   39958.47   50591.17
2023 07 10 191 22 08 45   29215.98    1744.77   39958.48   50591.12
2023 07 10 191 22 08 50   29215.98    1744.76   39958.49   50591.21
2023 07 10 191 22 08 55   29215.99    1744.76   39958.51   50591.18
2023 07 10 191 22 09 00   29215.99    1744.77   39958.50   50591.11
2023 07 10 191 22 09 05   29215.98    1744.77   39958.52   50591.12
2023 07 10 191 22 09 10   29215.97    1744.77   39958.50   50591.18
2023 07 10 191 22 09 15   29215.96    1744.76   39958.52   50591.19
2023 07 10 191 22 09 20   29215.96    1744.77   39958.52   50591.11
2023 07 10 191 22 09 25   29215.96    1744.76   39958.53   50591.18
2023 07 10 191 22 09 30   29215.98    1744.78   39958.53   50591.11
2023 07 10 191 22 09 35   29215.97    1744.77   39958.53   50591.19
2023 07 10 191 22 09 40   29215.97    1744.78   39958.52   50591.14
2023 07 10 191 22 09 45   29215.95    1744.79   39958.52   50591.11
2023 07 10 191 22 09 50   29215.94    1744.81   39958.50   50591.15
2023 07 10 191 22 09 55   29215.93    1744.81   39958.50   50591.15
2023 07 10 191 22 10 00   29215.95    1744.80   39958.53   50591.07
2023 07 10 191 22 10 05   29215.93    1744.82   39958.54   50591.11
2023 07 10 191 22 10 10   29215.95    1744.84   39958.51   50591.12
2023 07 10 191 22 10 15   29215.94    1744.85   39958.49   50591.04
2023 07 10 191 22 10 20   29215.91    1744.84   39958.51   50591.14
2023 07 10 191 22 10 25   29215.90    1744.84   39958.54   50591.15
2023 07 10 191 22 10 30   29215.88    1744.84   39958.52   50591.05
2023 07 10 191 22 10 35   29215.86    1744.85   39958.55   50591.15
2023 07 10 191 22 10 40   29215.86    1744.88   39958.52   50591.12
2023 07 10 191 22 10 45   29215.85    1744.88   39958.47   50591.01
2023 07 10 191 22 10 50   29215.85    1744.90   39958.47   50591.06
2023 07 10 191 22 10 55   29215.82    1744.91   39958.46   50590.98
2023 07 10 191 22 11 00   29215.82    1744.92   39958.45   50591.02
2023 07 10 191 22 11 05   29215.79    1744.93   39958.43   50591.03
2023 07 10 191 22 11 10   29215.79    1744.92   39958.46   50591.04
2023 07 10 191 22 11 15   29215.79    1744.92   39958.46   50590.97
2023 07 10 191 22 11 20   29215.82    1744.92   39958.45   50591.05
2023 07 10 191 22 11 25   29215.80    1744.92   39958.45   50591.02
2023 07 10 191 22 11 30   29215.80    1744.94   39958.46   50590.98
2023 07 10 191 22 11 35   29215.80    1744.94   39958.46   50591.03
2023 07 10 191 22 11 40   29215.80    1744.97   39958.46   50591.03
2023 07 10 191 22 11 45   29215.80    1744.99   39958.44   50590.95
2023 07 10 191 22 11 50   29215.81    1745.02   39958.45   50591.01
2023 07 10 191 22 11 55   29215.82    1745.04   39958.44   50590.95
2023 07 10 191 22 12 00   29215.78    1745.06   39958.45   50591.02
2023 07 10 191 22 12 05   29215.79    1745.10   39958.41   50591.02
2023 07 10 191 22 12 10   29215.81    1745.13   39958.37   50590.99
2023 07 10 191 22 12 15   29215.76    1745.16   39958.39   50590.89
2023 07 10 191 22 12 20   29215.75    1745.21   39958.36   50590.94
2023 07 10 191 22 12 25   29215.73    1745.25   39958.34   50590.92
2023 07 10 191 22 12 30   29215.71    1745.28   39958.31   50590.82
2023 07 10 191 22 12 35   29215.70    1745.32   39958.30   50590.86
2023 07 10 191 22 12 40   29215.67    1745.35   39958.30   50590.88
2023 07 10 191 22 12 45   29215.68    1745.39   39958.26   50590.77
2023 07 10 191 22 12 50   29215.65    1745.42   39958.24   50590.78
2023 07 10 191 22 12 55   29215.61    1745.42   39958.29   50590.79
2023 07 10 191 22 13 00   29215.58    1745.45   39958.30   50590.73
2023 07 10 191 22 13 05   29215.59    1745.49   39958.29   50590.76
2023 07 10 191 22 13 10   29215.61    1745.52   39958.24   50590.78
2023 07 10 191 22 13 15   29215.61    1745.53   39958.23   50590.66
2023 07 10 191 22 13 20   29215.63    1745.56   39958.23   50590.75
2023 07 10 191 22 13 25   29215.60    1745.57   39958.23   50590.75
2023 07 10 191 22 13 30   29215.58    1745.57   39958.23   50590.66
2023 07 10 191 22 13 35   29215.57    1745.57   39958.27   50590.78
2023 07 10 191 22 13 40   29215.56    1745.57   39958.29   50590.70
2023 07 10 191 22 13 45   29215.56    1745.57   39958.32   50590.78
2023 07 10 191 22 13 50   29215.57    1745.60   39958.31   50590.83
2023 07 10 191 22 13 55   29215.62    1745.64   39958.25   50590.72
2023 07 10 191 22 14 00   29215.62    1745.66   39958.21   50590.74
2023 07 10 191 22 14 05   29215.62    1745.68   39958.19   50590.65
2023 07 10 191 22 14 10   29215.61    1745.71   39958.19   50590.71
2023 07 10 191 22 14 15   29215.60    1745.73   39958.18   50590.63
2023 07 10 191 22 14 20   29215.58    1745.76   39958.18   50590.67
2023 07 10 191 22 14 25   29215.58    1745.82   39958.11   50590.65
2023 07 10 191 22 14 30   29215.54    1745.83   39958.10   50590.54
2023 07 10 191 22 14 35   29215.55    1745.86   39958.07   50590.57
2023 07 10 191 22 14 40   29215.52    1745.86   39958.12   50590.63
2023 07 10 191 22 14 45   29215.53    1745.88   39958.12   50590.51
2023 07 10 191 22 14 50   29215.51    1745.88   39958.11   50590.57
2023 07 10 191 22 14 55   29215.50    1745.88   39958.13   50590.50
2023 07 10 191 22 15 00   29215.51    1745.90   39958.13   50590.59
2023 07 10 191 22 15 05   29215.50    1745.91   39958.11   50590.53
2023 07 10 191 22 15 10   29215.49    1745.90   39958.12   50590.59
2023 07 10 191 22 15 15   29215.48    1745.91   39958.11   50590.48
2023 07 10 191 22 15 20   29215.48    1745.91   39958.11   50590.55
2023 07 10 191 22 15 25   29215.45    1745.91   39958.13   50590.60
2023 07 10 191 22 15 30   29215.44    1745.91   39958.14   50590.51
2023 07 10 191 22 15 35   29215.44    1745.95   39958.14   50590.56
2023 07 10 191 22 15 40   29215.46    1745.98   39958.11   50590.58
2023 07 10 191 22 15 45   29215.46    1745.98   39958.15   50590.49
2023 07 10 191 22 15 50   29215.45    1745.98   39958.15   50590.55
2023 07 10 191 22 15 55   29215.46    1746.01   39958.13   50590.51
2023 07 10 191 22 16 00   29215.44    1746.04   39958.12   50590.55
2023 07 10 191 22 16 05   29215.46    1746.07   39958.11   50590.56
2023 07 10 191 22 16 10   29215.46    1746.09   39958.09   50590.58
2023 07 10 191 22 16 15   29215.48    1746.11   39958.09   50590.48
2023 07 10 191 22 16 20   29215.49    1746.15   39958.07   50590.52
2023 07 10 191 22 16 25   29215.50    1746.15   39958.05   50590.54
2023 07 10 191 22 16 30   29215.48    1746.18   39958.04   50590.43
2023 07 10 191 22 16 35   29215.48    1746.20   39958.02   50590.48
2023 07 10 191 22 16 40   29215.49    1746.21   39958.00   50590.43
2023 07 10 191 22 16 45   29215.49    1746.23   39958.02   50590.50
2023 07 10 191 22 16 50   29215.49    1746.25   39958.05   50590.52
2023 07 10 191 22 16 55   29215.49    1746.27   39958.04   50590.44
2023 07 10 191 22 17 00   29215.47    1746.28   39958.06   50590.49
2023 07 10 191 22 17 05   29215.49    1746.32   39958.02   50590.47
2023 07 10 191 22 17 10   29215.49    1746.33   39958.01   50590.51
2023 07 10 191 22 17 15   29215.48    1746.33   39958.00   50590.40
2023 07 10 191 22 17 20   29215.48    1746.33   39958.05   50590.49
2023 07 10 191 22 17 25   29215.47    1746.35   39958.05   50590.54
2023 07 10 191 22 17 30   29215.47    1746.38   39958.06   50590.49
2023 07 10 191 22 17 35   29215.49    1746.41   39958.05   50590.55
2023 07 10 191 22 17 40   29215.51    1746.42   39958.02   50590.48
2023 07 10 191 22 17 45   29215.54    1746.45   39958.02   50590.53
2023 07 10 191 22 17 50   29215.56    1746.46   39958.01   50590.58
2023 07 10 191 22 17 55   29215.57    1746.47   39958.05   50590.52
2023 07 10 191 22 18 00   29215.59    1746.48   39958.04   50590.56
2023 07 10 191 22 18 05   29215.62    1746.51   39958.02   50590.54
2023 07 10 191 22 18 10   29215.61    1746.53   39958.01   50590.58
2023 07 10 191 22 18 15   29215.64    1746.54   39957.97   50590.50
2023 07 10 191 22 18 20   29215.68    1746.56   39957.95   50590.52
2023 07 10 191 22 18 25   29215.68    1746.57   39957.96   50590.56
2023 07 10 191 22 18 30   29215.65    1746.57   39957.99   50590.51
2023 07 10 191 22 18 35   29215.68    1746.58   39958.00   50590.57
2023 07 10 191 22 18 40   29215.69    1746.59   39958.03   50590.64
2023 07 10 191 22 18 45   29215.72    1746.61   39958.04   50590.59
